First Year Degree Engineering - First Round - Closing Rank - Institute Wise (A.Y. 2024-25),,,,,,,
,,,,,,,
Inst_Name,Course_name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",CIVIL ENGINEERING,SC,JEE-Based,Self-Finance,904392.00,904392.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",COMPUTER ENGINEERING,ST,JEE-Based,Self-Finance,904412.00,907453.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",CIVIL ENGINEERING,EWS,JEE-Based,Self-Finance,904884.00,904884.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",CIVIL ENGINEERING,SEBC,JEE-Based,Self-Finance,906398.00,909555.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",BIOTECHNOLOGY,SEBC,JEE-Based,Self-Finance,909207.00,916237.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",PETROLEUM ENGINEERING,ESM,JEE-Based,Self-Finance,910123.00,910123.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",COMPUTER SCIENCE & BUSINESS SYSTEMS,ST,JEE-Based,Self-Finance,910291.00,910291.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,ST,JEE-Based,Self-Finance,911847.00,915147.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",ELECTRICAL ENGINEERING,ST,JEE-Based,Self-Finance,913628.00,913628.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",CIVIL ENGINEERING,ST,JEE-Based,Self-Finance,918664.00,918664.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",PETROLEUM ENGINEERING,ST,JEE-Based,Self-Finance,922260.00,924963.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,ST,JEE-Based,Self-Finance,929531.00,929531.00,
"PANDIT DEENDAYAL ENERGY UNIVERSITY ,GANDHINAGAR",CHEMICAL ENGINEERING,ST,JEE-Based,Self-Finance,931434.00,931434.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY) - TFWS,TFWs,GUJCET-Based,Self-Finance,1163.00,18486.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GEN,GUJCET-Based,Self-Finance,1861.00,38620.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,2020.00,38932.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),GEN,GUJCET-Based,Self-Finance,2283.00,38498.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2504.00,12422.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",AERONAUTICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2507.00,17536.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CLOUD COMPUTING),GEN,GUJCET-Based,Self-Finance,2570.00,34814.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),GEN,GUJCET-Based,Self-Finance,2707.00,38562.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE - TFWS,TFWs,GUJCET-Based,Self-Finance,2952.00,14603.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,3498.00,13329.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CLOUD COMPUTING) - TFW,TFWs,GUJCET-Based,Self-Finance,4334.00,14008.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,TFWs,GUJCET-Based,Self-Finance,4475.00,12971.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",MATHEMATICS AND COMPUTING - TFWS,TFWs,GUJCET-Based,Self-Finance,4819.00,11199.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (BLOCK CHAIN TECHNOLOGY),GEN,GUJCET-Based,Self-Finance,5077.00,36668.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",AERONAUTICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,5656.00,38488.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,5747.00,38773.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,6349.00,37416.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,GUJCET-Based,Self-Finance,7464.00,38952.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE) - TFWS,TFWs,GUJCET-Based,Self-Finance,9100.00,26493.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ROBOTICS & ARTIFICIAL INTELLIGENCE,GEN,GUJCET-Based,Self-Finance,13067.00,36912.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (BIG DATA ANALYTICS) - TFWS,TFWs,GUJCET-Based,Self-Finance,13095.00,20636.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ROBOTICS & ARTIFICIAL INTELLIGENCE - TFW,TFWs,GUJCET-Based,Self-Finance,13243.00,26157.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",MATHEMATICS AND COMPUTING,GEN,GUJCET-Based,Self-Finance,13710.00,38621.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,13904.00,38527.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,15163.00,38496.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (BIG DATA ANALYTICS),GEN,GUJCET-Based,Self-Finance,15315.00,35717.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),GEN,GUJCET-Based,Self-Finance,22208.00,35338.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,23400.00,38749.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CLOUD COMPUTING),EWS,GUJCET-Based,Self-Finance,36441.00,37245.00,
"PARUL INSTITUTE OF ENGINEERING & TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CLOUD COMPUTING),SC,GUJCET-Based,Self-Finance,37503.00,37883.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2092.00,18759.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",BIOTECHNOLOGY,GEN,GUJCET-Based,Self-Finance,2404.00,37637.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",BIOTECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,3195.00,12117.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",DAIRY TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,3827.00,32712.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,4015.00,38857.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",FOOD TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,4776.00,38922.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,5170.00,16983.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",FOOD TECHNOLOGY -TFW,TFWs,GUJCET-Based,Self-Finance,6308.00,13886.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE) - TFWS,TFWs,GUJCET-Based,Self-Finance,6755.00,22505.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,7132.00,38307.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",AGRICULTURAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,9229.00,38662.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),GEN,GUJCET-Based,Self-Finance,9796.00,38515.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,GUJCET-Based,Self-Finance,11490.00,37876.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",MECHATRONICS ENGINEERING,GEN,GUJCET-Based,Self-Finance,16069.00,32737.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,17306.00,19827.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,18720.00,37607.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",ROBOTICS AND AUTOMATION,GEN,GUJCET-Based,Self-Finance,23372.00,36358.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",PETROLEUM ENGINEERING,GEN,GUJCET-Based,Self-Finance,26093.00,36762.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,27597.00,29127.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",DAIRY TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,30920.00,36384.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",BIOMEDICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,32475.00,32475.00,
"PARUL INSTITUTE OF TECHNOLOGY, WAGHODIA, VADODARA",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,34435.00,38619.00,
"PRIME INSTITUTE OF ENGINEERING AND TECHNOLOGY, JALALPORE, NAVSARI",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,18933.00,38687.00,
"PRIME INSTITUTE OF ENGINEERING AND TECHNOLOGY, JALALPORE, NAVSARI",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,27193.00,37321.00,
"PRIME INSTITUTE OF ENGINEERING AND TECHNOLOGY, JALALPORE, NAVSARI",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,32934.00,32934.00,
"R.K. UNIVERSITY - SCHOOL OF ENGINEERING, RAJKOT",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,5308.00,38835.00,
"R.K. UNIVERSITY - SCHOOL OF ENGINEERING, RAJKOT",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,8477.00,38737.00,
"R.K. UNIVERSITY - SCHOOL OF ENGINEERING, RAJKOT",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,9623.00,10485.00,
"R.K. UNIVERSITY - SCHOOL OF ENGINEERING, RAJKOT",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,11706.00,37897.00,
"R.K. UNIVERSITY - SCHOOL OF ENGINEERING, RAJKOT",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,22433.00,32371.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2536.00,11282.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,4051.00,38508.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,5124.00,23345.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,5260.00,38809.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",ELECTRICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,7019.00,25948.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,8336.00,38833.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,9661.00,12973.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,17661.00,38768.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,23531.00,30600.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,23572.00,38579.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Self-Finance,24748.00,37872.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,26704.00,38439.00,
"R.N.G. PATEL INSTITUTE OF TECHNOLOGY-RNGPIT (FETR), BARDOLI",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,31109.00,37018.00,
"RAI SCHOOL OF ENGINEERING, DHOLKA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,8340.00,38552.00,
"RAI SCHOOL OF ENGINEERING, DHOLKA, AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,17259.00,38956.00,
"S.P.B. PATEL ENGG. COLLEGE, (SAFFRONY), LINCH, MEHSANA",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,4128.00,36733.00,
"S.P.B. PATEL ENGG. COLLEGE, (SAFFRONY), LINCH, MEHSANA",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,6922.00,38163.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,11124.00,13217.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,11359.00,28762.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,21521.00,38790.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,21546.00,36823.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,24144.00,38728.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,29144.00,38595.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,30476.00,38759.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,30949.00,38869.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,34774.00,38006.00,
S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,37999.00,38233.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,4739.00,19585.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,5690.00,8249.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,7216.00,9828.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,9423.00,27338.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),GEN,GUJCET-Based,Self-Finance,10696.00,26767.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",MECHATRONICS ENGINEERING,GEN,GUJCET-Based,Self-Finance,13331.00,38851.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,17247.00,36612.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,19804.00,21149.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,20039.00,33608.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),EWS,GUJCET-Based,Self-Finance,26893.00,28971.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),SC,GUJCET-Based,Self-Finance,27146.00,28947.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,27841.00,31385.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),SEBC,GUJCET-Based,Self-Finance,29392.00,36957.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,29963.00,38357.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,32023.00,38209.00,
"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,32265.00,38836.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,4905.00,8571.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,6809.00,9869.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,7467.00,8844.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,8507.00,19293.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,8880.00,26378.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,10361.00,26533.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,19335.00,21098.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,20284.00,38793.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,25284.00,35325.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,26870.00,29616.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,27386.00,38261.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,27478.00,30301.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,28869.00,37430.00,
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,31524.50,38882.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2907.00,6343.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,5704.00,9393.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,6540.00,24932.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),GEN,GUJCET-Based,Self-Finance,7171.00,22184.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,8952.00,19512.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,9465.00,38143.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,TFWs,GUJCET-Based,Self-Finance,9549.00,10002.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,14503.00,33706.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,20459.00,21243.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,20509.00,38080.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",AUTOMOBILE ENGINEERING,GEN,GUJCET-Based,Self-Finance,21657.00,38743.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),EWS,GUJCET-Based,Self-Finance,22265.00,30163.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,22464.00,37161.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,23682.00,38907.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SEBC,GUJCET-Based,Self-Finance,24122.00,38323.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,24459.00,35008.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,25227.00,38216.00,
"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,25465.00,27702.00,
